onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	2	12	n/a	8.0	12.0	n/a	airbag/airbag_12s.jpg
7.5	0.5	exp	42	12	n/a	106.0	12.0	n/a	bear/bear_12s.jpg
12.0	0.5	catch	721	23	n/a	n/a	n/a	0.53	catch023.jpg
16.5	0.5	test	591	13	84.0	1520.0	13.0	n/a	spoon/spoon_13n.jpg
21.0	0.5	exp	275	12	n/a	684.0	12.0	n/a	goalpost/goalpost_12s.jpg
25.5	0.5	exp	589	12	n/a	1514.0	12.0	n/a	spider/spider_12n.jpg
30.0	0.5	exp	478	12	n/a	1202.0	12.0	n/a	pliers/pliers_12s.jpg
34.5	0.5	exp	427	12	n/a	1070.0	12.0	n/a	oatmeal/oatmeal_12s.jpg
39.0	0.5	test	308	13	48.0	765.0	14.0	n/a	headlamp/headlamp_14s.jpg
43.5	0.5	catch	721	84	n/a	n/a	n/a	n/a	catch084.jpg
48.0	0.5	test	504	13	77.0	1264.0	15.0	n/a	quill/quill_15s.jpg
52.5	0.5	exp	526	12	n/a	1314.0	12.0	n/a	ring/ring_12s.jpg
57.0	0.5	exp	135	12	n/a	316.0	12.0	n/a	cheetah/cheetah_12s.jpg
61.5	0.5	exp	569	12	n/a	1460.0	12.0	n/a	skunk/skunk_12s.jpg
66.0	0.5	exp	35	12	n/a	77.0	12.0	n/a	barrel/barrel_12s.jpg
70.5	0.5	exp	698	12	n/a	1787.0	12.0	n/a	watch/watch_12s.jpg
75.0	0.5	exp	381	12	n/a	964.0	12.0	n/a	man/man_12s.jpg
79.5	0.5	exp	480	12	n/a	1206.0	12.0	n/a	pocket/pocket_12s.jpg
84.0	0.5	exp	663	12	n/a	1705.0	12.0	n/a	trashcan/trashcan_12s.jpg
88.5	0.5	exp	92	12	n/a	216.0	12.0	n/a	bulldozer/bulldozer_12s.jpg
93.0	0.5	catch	721	2	n/a	n/a	n/a	0.513	catch002.jpg
97.5	0.5	exp	124	12	n/a	285.0	12.0	n/a	cat/cat_12s.jpg
102.0	0.5	exp	422	12	n/a	1057.0	12.0	n/a	nest/nest_12s.jpg
106.5	0.5	exp	561	12	n/a	1435.0	12.0	n/a	shower_cap/shower_cap_12s.jpg
111.0	0.5	exp	565	12	n/a	1446.0	12.0	n/a	silverware/silverware_12s.jpg
115.5	0.5	exp	14	12	n/a	28.0	12.0	n/a	antenna/antenna_12s.jpg
120.0	0.5	test	178	13	30.0	433.0	16.0	n/a	crank/crank_16s.jpg
124.5	0.5	exp	184	12	n/a	443.0	12.0	n/a	croissant/croissant_12s.jpg
