session_id	acq_time
localizer1	2019-04-07T12:00:00
things-01	2019-04-13T13:00:00
things-02	2019-04-14T13:00:00
things-03	2019-05-11T14:30:00
things-04	2019-05-12T13:00:00
things-05	2019-06-01T13:00:00
things-06	2019-06-08T13:00:00
things-07	2019-06-09T13:00:00
things-08	2019-06-14T12:00:00
things-09	2019-06-15T13:00:00
things-10	2019-06-16T12:30:00
things-11	2019-06-22T13:00:00
things-12	2019-06-23T13:30:00
