trial_type,session,run,subject_id,trial_id,stimulus,concept
train,1,1,2,0,bird_06s.jpg,bird
train,1,1,2,1,compass_06n.jpg,compass
train,1,1,2,2,beaker_06s.jpg,beaker
train,1,1,2,3,hedge_06s.jpg,hedge
train,1,1,2,4,pizza_06s.jpg,pizza
train,1,1,2,5,punch1_06s.jpg,punch1
train,1,1,2,6,fern_06s.jpg,fern
train,1,1,2,7,pinwheel_06s.jpg,pinwheel
test,1,1,2,8,key_17s.jpg,key
train,1,1,2,9,airbag_06s.jpg,airbag
train,1,1,2,10,baby_06s.jpg,baby
train,1,1,2,11,coat_06s.jpg,coat
train,1,1,2,12,giraffe_06s.jpg,giraffe
train,1,1,2,13,cabbage_06s.jpg,cabbage
test,1,1,2,14,tamale_16s.jpg,tamale
train,1,1,2,15,hanger_06s.jpg,hanger
test,1,1,2,16,uniform_14s.jpg,uniform
train,1,1,2,17,broccoli_06s.jpg,broccoli
train,1,1,2,18,dough_06s.jpg,dough
train,1,1,2,19,windowsill_06s.jpg,windowsill
train,1,1,2,20,kale_06s.jpg,kale
train,1,1,2,21,wasp_06s.jpg,wasp
train,1,1,2,22,dishrag_06s.jpg,dishrag
train,1,1,2,23,radiator_06s.jpg,radiator
train,1,1,2,24,thermos_06s.jpg,thermos
train,1,1,2,25,dice_06s.jpg,dice
train,1,1,2,26,taillight_06s.jpg,taillight
train,1,1,2,27,camera2_06s.jpg,camera2
train,1,1,2,28,shower_cap_06s.jpg,shower_cap
train,1,1,2,29,doll_06s.jpg,doll
train,1,1,2,30,railing_06s.jpg,railing
train,1,1,2,31,kettle_06s.jpg,kettle
train,1,1,2,32,alligator_06s.jpg,alligator
test,1,1,2,33,crayon_15s.jpg,crayon
train,1,1,2,34,seesaw_06s.jpg,seesaw
train,1,1,2,35,hippopotamus_06s.jpg,hippopotamus
train,1,1,2,36,meat_grinder_06s.jpg,meat_grinder
train,1,1,2,37,napkin_ring_06s.jpg,napkin_ring
train,1,1,2,38,knot_06s.jpg,knot
test,1,1,2,39,starfish_15n.jpg,starfish
train,1,1,2,40,beet_06s.jpg,beet
train,1,1,2,41,glass_06s.jpg,glass
train,1,1,2,42,scissors_06s.jpg,scissors
train,1,1,2,43,fire_06s.jpg,fire
train,1,1,2,44,pan_06s.jpg,pan
train,1,1,2,45,cow_06n.jpg,cow
train,1,1,2,46,bench_06s.jpg,bench
train,1,1,2,47,quill_06s.jpg,quill
train,1,1,2,48,grits_06s.jpg,grits
train,1,1,2,49,saddle_06s.jpg,saddle
test,1,1,2,50,coat_rack_13s.jpg,coat_rack
train,1,1,2,51,koala_06s.jpg,koala
test,1,1,2,52,ashtray_14n.jpg,ashtray
train,1,1,2,53,dolly_06s.jpg,dolly
train,1,1,2,54,sunroof_06s.jpg,sunroof
train,1,1,2,55,pear_06s.jpg,pear
train,1,1,2,56,uniform_06s.jpg,uniform
