session_id	acq_time
localizer1	2019-04-10T16:00:00
localizer2	2019-04-17T16:00:00
things-01	2019-07-07T11:00:00
things-02	2019-05-11T11:00:00
things-03	2019-05-12T11:00:00
things-04	2019-05-25T11:00:00
things-05	2019-05-26T11:00:00
things-06	2019-06-01T11:00:00
things-07	2019-06-02T11:00:00
things-08	2019-06-09T11:00:00
things-09	2019-06-11T08:00:00
things-10	2019-06-23T11:30:00
things-11	2019-07-03T08:00:00
things-12	2019-07-04T10:00:00
