onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	137	9	n/a	318.0	9.0	n/a	chess_piece/chess_piece_09s.jpg
7.5	0.5	exp	247	9	n/a	599.0	9.0	n/a	fireworks/fireworks_09s.jpg
12.0	0.5	exp	45	9	n/a	112.0	9.0	n/a	bee/bee_09s.jpg
16.5	0.5	exp	478	9	n/a	1202.0	9.0	n/a	pliers/pliers_09s.jpg
21.0	0.5	catch	721	25	n/a	n/a	n/a	-176866.526	catch025.jpg
25.5	0.5	exp	349	9	n/a	885.0	9.0	n/a	koala/koala_09s.jpg
30.0	0.5	exp	470	9	n/a	1185.0	9.0	n/a	ping-pong_table/ping-pong_table_09s.jpg
34.5	0.5	exp	72	9	n/a	170.0	9.0	n/a	boot/boot_09s.jpg
39.0	0.5	exp	122	9	n/a	282.0	9.0	n/a	cashew/cashew_09s.jpg
43.5	0.5	exp	305	9	n/a	752.0	9.0	n/a	hanger/hanger_09s.jpg
48.0	0.5	test	328	13	55.0	826.0	20.0	n/a	iguana/iguana_20s.jpg
52.5	0.5	exp	351	9	n/a	888.0	9.0	n/a	ladle/ladle_09s.jpg
57.0	0.5	exp	283	9	n/a	703.0	9.0	n/a	grape/grape_09s.jpg
61.5	0.5	test	258	13	42.0	633.0	15.0	n/a	footprint/footprint_15s.jpg
66.0	0.5	exp	229	9	n/a	551.0	9.0	n/a	eggplant/eggplant_09s.jpg
70.5	0.5	test	223	13	39.0	541.0	16.0	n/a	earring/earring_16n.jpg
75.0	0.5	test	362	13	63.0	916.0	14.0	n/a	lemonade/lemonade_14s.jpg
79.5	0.5	exp	211	9	n/a	506.0	9.0	n/a	donut/donut_09s.jpg
84.0	0.5	exp	22	9	n/a	46.0	9.0	n/a	axe/axe_09n.jpg
88.5	0.5	exp	529	9	n/a	1322.0	9.0	n/a	rocking_chair/rocking_chair_09s.jpg
93.0	0.5	catch	721	77	n/a	n/a	n/a	-176938.52	catch077.jpg
97.5	0.5	exp	231	9	n/a	555.0	9.0	n/a	elephant/elephant_09n.jpg
102.0	0.5	exp	446	9	n/a	1117.0	9.0	n/a	paperclip/paperclip_09s.jpg
106.5	0.5	exp	591	9	n/a	1520.0	9.0	n/a	spoon/spoon_09s.jpg
111.0	0.5	test	597	13	85.0	1535.0	14.0	n/a	stalagmite/stalagmite_14s.jpg
115.5	0.5	exp	579	9	n/a	1490.0	9.0	n/a	sock/sock_09s.jpg
120.0	0.5	catch	721	99	n/a	n/a	n/a	-176965.534	catch099.jpg
124.5	0.5	exp	343	9	n/a	869.0	9.0	n/a	kettle/kettle_09s.jpg
129.0	0.5	exp	402	9	n/a	1007.0	9.0	n/a	missile/missile_09s.jpg
133.5	0.5	exp	507	9	n/a	1271.0	9.0	n/a	racket/racket_09s.jpg
138.0	0.5	exp	227	9	n/a	548.0	9.0	n/a	egg_roll/egg_roll_09n.jpg
142.5	0.5	exp	711	9	n/a	1830.0	9.0	n/a	wire_cutters/wire_cutters_09s.jpg
147.0	0.5	exp	36	9	n/a	83.0	9.0	n/a	basket/basket_09s.jpg
151.5	0.5	catch	721	51	n/a	n/a	n/a	-176997.032	catch051.jpg
156.0	0.5	exp	634	9	n/a	1641.0	9.0	n/a	telescope/telescope_09n.jpg
