onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	710	9	n/a	1829.0	9.0	n/a	wire/wire_09s.jpg
7.5	0.5	exp	715	9	n/a	1837.0	9.0	n/a	worm/worm_09n.jpg
12.0	0.5	exp	477	9	n/a	1200.0	9.0	n/a	playing_card/playing_card_09s.jpg
16.5	0.5	exp	642	9	n/a	1656.0	9.0	n/a	tiara/tiara_09s.jpg
21.0	0.5	exp	215	9	n/a	516.0	9.0	n/a	drain/drain_09s.jpg
25.5	0.5	test	176	13	29.0	427.0	16.0	n/a	cow/cow_16n.jpg
30.0	0.5	catch	721	75	n/a	n/a	n/a	0.702	catch075.jpg
34.5	0.5	exp	386	9	n/a	971.0	9.0	n/a	map/map_09s.jpg
39.0	0.5	exp	122	9	n/a	282.0	9.0	n/a	cashew/cashew_09s.jpg
43.5	0.5	catch	721	49	n/a	n/a	n/a	0.787	catch049.jpg
48.0	0.5	exp	113	9	n/a	257.0	9.0	n/a	candy_bar/candy_bar_09s.jpg
52.5	0.5	exp	123	9	n/a	284.0	9.0	n/a	cassette/cassette_09s.jpg
57.0	0.5	exp	684	9	n/a	1762.0	9.0	n/a	videocassette/videocassette_09s.jpg
61.5	0.5	exp	371	9	n/a	935.0	9.0	n/a	lip_balm/lip_balm_09s.jpg
66.0	0.5	exp	672	9	n/a	1737.0	9.0	n/a	turtle/turtle_09n.jpg
70.5	0.5	exp	293	9	n/a	721.0	9.0	n/a	guardrail/guardrail_09s.jpg
75.0	0.5	exp	460	9	n/a	1159.0	9.0	n/a	petal/petal_09s.jpg
79.5	0.5	exp	230	9	n/a	553.0	9.0	n/a	elbow/elbow_09s.jpg
84.0	0.5	exp	656	9	n/a	1691.0	9.0	n/a	toucan/toucan_09s.jpg
88.5	0.5	exp	662	9	n/a	1703.0	9.0	n/a	trap/trap_09s.jpg
93.0	0.5	exp	681	9	n/a	1752.0	9.0	n/a	valve/valve_09s.jpg
97.5	0.5	exp	479	9	n/a	1204.0	9.0	n/a	plum/plum_09s.jpg
102.0	0.5	exp	148	9	n/a	349.0	9.0	n/a	cinnamon/cinnamon_09s.jpg
106.5	0.5	exp	512	9	n/a	1285.0	9.0	n/a	raspberry/raspberry_09s.jpg
111.0	0.5	exp	454	9	n/a	1136.0	9.0	n/a	pecan/pecan_09s.jpg
115.5	0.5	exp	678	9	n/a	1745.0	9.0	n/a	undershirt/undershirt_09s.jpg
120.0	0.5	exp	133	9	n/a	306.0	9.0	n/a	chandelier/chandelier_09s.jpg
124.5	0.5	exp	492	9	n/a	1232.0	9.0	n/a	potato/potato_09s.jpg
129.0	0.5	exp	394	9	n/a	989.0	9.0	n/a	meat_grinder/meat_grinder_09s.jpg
133.5	0.5	catch	721	29	n/a	n/a	n/a	0.654	catch029.jpg
138.0	0.5	exp	510	9	n/a	1276.0	9.0	n/a	raft/raft_09s.jpg
142.5	0.5	exp	82	9	n/a	195.0	9.0	n/a	bread/bread_09s.jpg
147.0	0.5	exp	248	9	n/a	601.0	9.0	n/a	fish/fish_09s.jpg
151.5	0.5	catch	721	85	n/a	n/a	n/a	0.773	catch085.jpg
156.0	0.5	exp	601	9	n/a	1545.0	9.0	n/a	steak/steak_09s.jpg
160.5	0.5	exp	429	9	n/a	1072.0	9.0	n/a	odometer/odometer_09s.jpg
165.0	0.5	exp	400	9	n/a	1003.0	9.0	n/a	milkshake/milkshake_09s.jpg
169.5	0.5	exp	289	9	n/a	714.0	9.0	n/a	grenade/grenade_09s.jpg
174.0	0.5	exp	474	9	n/a	1197.0	9.0	n/a	plastic_film/plastic_film_09s.jpg
178.5	0.5	exp	425	9	n/a	1064.0	9.0	n/a	nose/nose_09s.jpg
183.0	0.5	exp	369	9	n/a	933.0	9.0	n/a	lingerie/lingerie_09s.jpg
187.5	0.5	exp	275	9	n/a	684.0	9.0	n/a	goalpost/goalpost_09s.jpg
192.0	0.5	exp	2	9	n/a	8.0	9.0	n/a	airbag/airbag_09s.jpg
196.5	0.5	exp	697	9	n/a	1786.0	9.0	n/a	wasp/wasp_09n.jpg
201.0	0.5	exp	452	9	n/a	1132.0	9.0	n/a	peanut/peanut_09n.jpg
205.5	0.5	exp	33	9	n/a	71.0	9.0	n/a	banner/banner_09s.jpg
210.0	0.5	test	622	13	88.0	1607.0	13.0	n/a	t-shirt/t-shirt_13s.jpg
214.5	0.5	test	333	13	57.0	841.0	14.0	n/a	jar/jar_14s.jpg
219.0	0.5	exp	198	9	n/a	478.0	9.0	n/a	defibrillator/defibrillator_09s.jpg
223.5	0.5	exp	435	9	n/a	1093.0	9.0	0.723	oyster/oyster_09s.jpg
228.0	0.5	catch	721	73	n/a	n/a	n/a	0.687	catch073.jpg
232.5	0.5	test	215	13	36.0	516.0	16.0	n/a	drain/drain_16s.jpg
