onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	462	7	n/a	1166.0	7.0	n/a	piano/piano_07n.jpg
7.5	0.5	exp	625	7	n/a	1610.0	7.0	n/a	tablecloth/tablecloth_07s.jpg
12.0	0.5	test	242	13	41.0	580.0	20.0	n/a	ferris/ferris_wheel_20s.jpg
16.5	0.5	catch	721	58	n/a	n/a	n/a	0.666	catch058.jpg
21.0	0.5	exp	502	7	n/a	1255.0	7.0	n/a	punch1/punch1_07s.jpg
25.5	0.5	exp	152	7	n/a	360.0	7.0	n/a	clock/clock_07n.jpg
30.0	0.5	exp	141	7	n/a	328.0	7.0	n/a	chili/chili_07s.jpg
34.5	0.5	exp	299	7	n/a	741.0	7.0	n/a	hamburger/hamburger_07s.jpg
39.0	0.5	exp	208	7	n/a	502.0	7.0	n/a	dolly/dolly_07s.jpg
43.5	0.5	exp	63	7	n/a	141.0	7.0	n/a	blind/blind_07s.jpg
48.0	0.5	exp	418	7	n/a	1050.0	7.0	n/a	nail_polish/nail_polish_07s.jpg
52.5	0.5	exp	198	7	n/a	478.0	7.0	n/a	defibrillator/defibrillator_07s.jpg
57.0	0.5	exp	177	7	n/a	431.0	7.0	n/a	cranberry/cranberry_07n.jpg
61.5	0.5	exp	297	7	n/a	735.0	7.0	n/a	hairbrush/hairbrush_07s.jpg
66.0	0.5	catch	721	2	n/a	n/a	n/a	0.606	catch002.jpg
70.5	0.5	exp	119	7	n/a	274.0	7.0	n/a	cardigan/cardigan_07s.jpg
75.0	0.5	exp	142	7	n/a	331.0	7.0	n/a	chin/chin_07s.jpg
79.5	0.5	exp	173	7	n/a	422.0	7.0	n/a	cotton_candy/cotton_candy_07s.jpg
84.0	0.5	exp	586	7	n/a	1506.0	7.0	n/a	spareribs/spareribs_07s.jpg
88.5	0.5	exp	400	7	n/a	1003.0	7.0	n/a	milkshake/milkshake_07s.jpg
93.0	0.5	exp	525	7	n/a	1312.0	7.0	n/a	rifle/rifle_07n.jpg
97.5	0.5	exp	350	7	n/a	887.0	7.0	n/a	ladder/ladder_07s.jpg
102.0	0.5	exp	309	7	n/a	767.0	7.0	n/a	headphones/headphones_07s.jpg
106.5	0.5	catch	721	18	n/a	n/a	n/a	0.64	catch018.jpg
111.0	0.5	exp	393	7	n/a	988.0	7.0	n/a	meat/meat_07s.jpg
115.5	0.5	exp	561	7	n/a	1435.0	7.0	n/a	shower_cap/shower_cap_07s.jpg
120.0	0.5	exp	105	7	n/a	241.0	7.0	n/a	calculator/calculator_07s.jpg
124.5	0.5	exp	536	7	n/a	1351.0	7.0	n/a	saltshaker/saltshaker_07s.jpg
129.0	0.5	exp	553	7	n/a	1415.0	7.0	n/a	sheep/sheep_07s.jpg
133.5	0.5	catch	721	71	n/a	n/a	n/a	0.606	catch071.jpg
138.0	0.5	exp	608	7	n/a	1571.0	7.0	n/a	strawberry/strawberry_07n.jpg
142.5	0.5	exp	599	7	n/a	1540.0	7.0	n/a	stapler/stapler_07s.jpg
147.0	0.5	exp	572	7	n/a	1472.0	7.0	n/a	sloth/sloth_07n.jpg
151.5	0.5	exp	26	7	n/a	56.0	7.0	n/a	bagel/bagel_07s.jpg
156.0	0.5	exp	125	7	n/a	287.0	7.0	n/a	caterpillar/caterpillar_07s.jpg
160.5	0.5	catch	721	92	n/a	n/a	n/a	0.842	catch092.jpg
165.0	0.5	exp	440	7	n/a	1104.0	7.0	n/a	pan/pan_07s.jpg
169.5	0.5	exp	298	7	n/a	738.0	7.0	n/a	hairpin/hairpin_07s.jpg
174.0	0.5	exp	59	7	n/a	137.0	7.0	n/a	blanket/blanket_07s.jpg
178.5	0.5	exp	226	7	n/a	547.0	7.0	n/a	egg/egg_07s.jpg
183.0	0.5	test	388	13	65.0	978.0	13.0	n/a	marshmallow/marshmallow_13s.jpg
187.5	0.5	exp	99	7	n/a	227.0	7.0	n/a	bus/bus_07n.jpg
