onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	37	8	n/a	86.0	8.0	n/a	bassinet/bassinet_08s.jpg
7.5	0.5	exp	666	8	n/a	1709.0	8.0	n/a	tree/tree_08s.jpg
12.0	0.5	test	355	13	62.0	899.0	13.0	n/a	lasagna/lasagna_13s.jpg
16.5	0.5	catch	721	57	n/a	n/a	n/a	n/a	catch057.jpg
21.0	0.5	test	562	13	81.0	1438.0	13.0	n/a	shredder/shredder_13s.jpg
25.5	0.5	exp	146	8	n/a	339.0	8.0	n/a	chocolate/chocolate_08s.jpg
30.0	0.5	exp	185	8	n/a	446.0	8.0	n/a	crouton/crouton_08n.jpg
34.5	0.5	exp	204	8	n/a	492.0	8.0	n/a	dishwasher/dishwasher_08s.jpg
39.0	0.5	exp	367	8	n/a	931.0	8.0	n/a	lime/lime_08s.jpg
43.5	0.5	exp	48	8	n/a	116.0	8.0	n/a	beetle/beetle_08n.jpg
48.0	0.5	exp	522	8	n/a	1308.0	8.0	n/a	rhubarb/rhubarb_08s.jpg
52.5	0.5	exp	508	8	n/a	1273.0	8.0	n/a	radiator/radiator_08n.jpg
57.0	0.5	catch	721	18	n/a	n/a	n/a	0.684	catch018.jpg
61.5	0.5	exp	618	8	n/a	1594.0	8.0	n/a	sweatsuit/sweatsuit_08s.jpg
66.0	0.5	exp	625	8	n/a	1610.0	8.0	n/a	tablecloth/tablecloth_08s.jpg
70.5	0.5	exp	6	8	n/a	15.0	8.0	n/a	aloe/aloe_08n.jpg
75.0	0.5	exp	703	8	n/a	1808.0	8.0	n/a	wheelbarrow/wheelbarrow_08s.jpg
79.5	0.5	exp	160	8	n/a	386.0	8.0	n/a	coin/coin_08s.jpg
84.0	0.5	exp	459	8	n/a	1151.0	8.0	n/a	pepper1/pepper1_08s.jpg
88.5	0.5	exp	345	8	n/a	874.0	8.0	n/a	kimono/kimono_08s.jpg
93.0	0.5	exp	509	8	n/a	1275.0	8.0	n/a	radish/radish_08n.jpg
97.5	0.5	exp	155	8	n/a	371.0	8.0	n/a	coat_rack/coat_rack_08s.jpg
102.0	0.5	exp	286	8	n/a	708.0	8.0	n/a	grate/grate_08s.jpg
106.5	0.5	exp	171	8	n/a	412.0	8.0	n/a	corkscrew/corkscrew_08n.jpg
111.0	0.5	test	691	13	96.0	1778.0	13.0	n/a	wallpaper/wallpaper_13s.jpg
115.5	0.5	exp	419	8	n/a	1052.0	8.0	n/a	napkin_ring/napkin_ring_08s.jpg
120.0	0.5	test	636	13	91.0	1644.0	14.0	n/a	tent/tent_14n.jpg
124.5	0.5	exp	488	8	n/a	1227.0	8.0	n/a	porcupine/porcupine_08s.jpg
129.0	0.5	exp	247	8	n/a	599.0	8.0	n/a	fireworks/fireworks_08s.jpg
133.5	0.5	catch	721	88	n/a	n/a	n/a	0.761	catch088.jpg
138.0	0.5	exp	614	8	n/a	1584.0	8.0	n/a	sundial/sundial_08s.jpg
142.5	0.5	exp	701	8	n/a	1805.0	8.0	n/a	whale/whale_08s.jpg
147.0	0.5	test	225	13	40.0	543.0	15.0	n/a	easel/easel_15s.jpg
151.5	0.5	test	597	13	85.0	1535.0	14.0	n/a	stalagmite/stalagmite_14s.jpg
156.0	0.5	exp	259	8	n/a	634.0	8.0	n/a	footrest/footrest_08s.jpg
160.5	0.5	exp	11	8	n/a	25.0	8.0	n/a	ant/ant_08s.jpg
165.0	0.5	exp	83	8	n/a	196.0	8.0	n/a	breadbox/breadbox_08s.jpg
169.5	0.5	catch	721	62	n/a	n/a	n/a	0.787	catch062.jpg
174.0	0.5	exp	264	8	n/a	656.0	8.0	n/a	garbage/garbage_08s.jpg
178.5	0.5	exp	427	8	n/a	1070.0	8.0	n/a	oatmeal/oatmeal_08s.jpg
183.0	0.5	exp	460	8	n/a	1159.0	8.0	n/a	petal/petal_08s.jpg
187.5	0.5	exp	331	8	n/a	836.0	8.0	n/a	jack/jack_08s.jpg
