onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	403	1	n/a	1008.0	1.0	n/a	mistletoe/mistletoe_01b.jpg
7.5	0.5	test	566	13	82.0	1447.0	13.0	n/a	sim/sim_card_13s.jpg
12.0	0.5	exp	310	1	n/a	774.0	1.0	n/a	hedge/hedge_01b.jpg
16.5	0.5	exp	559	1	n/a	1433.0	1.0	n/a	shovel/shovel_01b.jpg
21.0	0.5	exp	160	1	n/a	386.0	1.0	n/a	coin/coin_01b.jpg
25.5	0.5	test	68	13	16.0	155.0	14.0	n/a	boat/boat_14n.jpg
30.0	0.5	exp	241	1	n/a	579.0	1.0	n/a	ferret/ferret_01b.jpg
34.5	0.5	exp	262	1	n/a	648.0	1.0	n/a	fudge/fudge_01b.jpg
39.0	0.5	exp	319	1	n/a	799.0	1.0	n/a	horse/horse_01b.jpg
43.5	0.5	exp	206	1	n/a	500.0	1.0	n/a	doll/doll_01b.jpg
48.0	0.5	exp	442	1	n/a	1106.0	1.0	n/a	panda/panda_01b.jpg
52.5	0.5	exp	40	1	n/a	102.0	1.0	n/a	beaker/beaker_01b.jpg
57.0	0.5	test	697	13	97.0	1786.0	15.0	n/a	wasp/wasp_15n.jpg
61.5	0.5	catch	721	19	n/a	n/a	n/a	1.041	catch019.jpg
66.0	0.5	exp	136	1	n/a	317.0	1.0	n/a	cherry/cherry_01b.jpg
70.5	0.5	exp	289	1	n/a	714.0	1.0	n/a	grenade/grenade_01b.jpg
75.0	0.5	exp	328	1	n/a	826.0	1.0	n/a	iguana/iguana_01b.jpg
79.5	0.5	exp	532	1	n/a	1330.0	1.0	n/a	roof_rack/roof_rack_01b.jpg
84.0	0.5	catch	721	79	n/a	n/a	n/a	0.689	catch079.jpg
88.5	0.5	test	225	13	40.0	543.0	15.0	n/a	easel/easel_15s.jpg
93.0	0.5	exp	2	1	n/a	8.0	1.0	1.735	airbag/airbag_01b.jpg
