onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	331	11	n/a	836.0	11.0	n/a	jack/jack_11s.jpg
7.5	0.5	exp	619	11	n/a	1603.0	11.0	n/a	sword/sword_11s.jpg
12.0	0.5	exp	455	11	n/a	1139.0	11.0	n/a	peeler/peeler_11s.jpg
16.5	0.5	exp	432	11	n/a	1078.0	11.0	n/a	onion/onion_11n.jpg
21.0	0.5	exp	274	11	n/a	683.0	11.0	n/a	go-kart/go-kart_11s.jpg
25.5	0.5	exp	13	11	n/a	27.0	11.0	n/a	antelope/antelope_11s.jpg
30.0	0.5	exp	707	11	n/a	1817.0	11.0	n/a	wig/wig_11s.jpg
34.5	0.5	exp	359	11	n/a	913.0	11.0	n/a	leggings/leggings_11s.jpg
39.0	0.5	exp	527	11	n/a	1316.0	11.0	n/a	road_sign/road_sign_11s.jpg
43.5	0.5	exp	382	11	n/a	965.0	11.0	n/a	manatee/manatee_11s.jpg
48.0	0.5	exp	197	11	n/a	477.0	11.0	n/a	deer/deer_11s.jpg
52.5	0.5	exp	221	11	n/a	535.0	11.0	n/a	duster/duster_11s.jpg
57.0	0.5	exp	570	11	n/a	1463.0	11.0	n/a	sleeping_bag/sleeping_bag_11s.jpg
61.5	0.5	test	320	13	52.0	800.0	13.0	n/a	horseshoe/horseshoe_13n.jpg
66.0	0.5	exp	636	11	n/a	1644.0	11.0	n/a	tent/tent_11s.jpg
70.5	0.5	catch	721	13	n/a	n/a	n/a	n/a	catch013.jpg
75.0	0.5	exp	495	11	n/a	1239.0	11.0	n/a	praying_mantis/praying_mantis_11s.jpg
79.5	0.5	test	7	13	2.0	17.0	13.0	n/a	altar/altar_13s.jpg
84.0	0.5	exp	576	11	n/a	1479.0	11.0	n/a	snorkel/snorkel_11s.jpg
88.5	0.5	exp	17	11	n/a	33.0	11.0	n/a	applesauce/applesauce_11s.jpg
93.0	0.5	exp	468	11	n/a	1177.0	11.0	n/a	pillow/pillow_11s.jpg
97.5	0.5	exp	402	11	n/a	1007.0	11.0	n/a	missile/missile_11s.jpg
102.0	0.5	catch	721	95	n/a	n/a	n/a	n/a	catch095.jpg
106.5	0.5	exp	131	11	n/a	303.0	11.0	n/a	chalk/chalk_11s.jpg
111.0	0.5	exp	344	11	n/a	870.0	11.0	n/a	key/key_11s.jpg
115.5	0.5	exp	264	11	n/a	656.0	11.0	n/a	garbage/garbage_11s.jpg
