session_id	acq_time
localizer1	2019-04-14T11:00:00
localizer2	2019-05-04T11:30:00
things-01	2019-05-11T09:30:00
things-02	2019-05-12T09:00:00
things-03	2019-06-05T10:00:00
things-04	2019-06-08T11:00:00
things-05	2019-06-09T09:00:00
things-06	2019-06-11T10:00:00
things-07	2019-06-16T10:30:00
things-08	2019-06-19T09:00:00
things-09	2019-06-22T11:00:00
things-10	2019-06-23T09:30:00
things-11	2019-06-26T11:00:00
things-12	2019-06-29T09:30:00
