onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	119	11	n/a	274.0	11.0	n/a	cardigan/cardigan_11s.jpg
7.5	0.5	test	100	13	21.0	230.0	16.0	n/a	butterfly/butterfly_16n.jpg
12.0	0.5	catch	721	54	n/a	n/a	n/a	0.794	catch054.jpg
16.5	0.5	exp	621	11	n/a	1606.0	11.0	n/a	syrup/syrup_11s.jpg
21.0	0.5	exp	247	11	n/a	599.0	11.0	n/a	fireworks/fireworks_11s.jpg
25.5	0.5	exp	235	11	n/a	567.0	11.0	n/a	eyedropper/eyedropper_11s.jpg
30.0	0.5	exp	130	11	n/a	302.0	11.0	n/a	chalice/chalice_11s.jpg
34.5	0.5	exp	253	11	n/a	620.0	11.0	n/a	flower/flower_11s.jpg
39.0	0.5	exp	67	11	n/a	152.0	11.0	n/a	boar/boar_11s.jpg
43.5	0.5	exp	118	11	n/a	268.0	11.0	n/a	car/car_11s.jpg
48.0	0.5	exp	378	11	n/a	952.0	11.0	n/a	macadamia/macadamia_11s.jpg
52.5	0.5	exp	399	11	n/a	1002.0	11.0	n/a	milk/milk_11s.jpg
57.0	0.5	catch	721	68	n/a	n/a	n/a	0.889	catch068.jpg
61.5	0.5	exp	199	11	n/a	481.0	11.0	n/a	desk/desk_11s.jpg
66.0	0.5	exp	700	11	n/a	1798.0	11.0	n/a	weasel/weasel_11n.jpg
70.5	0.5	exp	296	11	n/a	728.0	11.0	n/a	gun/gun_11s.jpg
75.0	0.5	exp	275	11	n/a	684.0	11.0	n/a	goalpost/goalpost_11s.jpg
79.5	0.5	exp	75	11	n/a	178.0	11.0	n/a	bowl/bowl_11s.jpg
84.0	0.5	catch	721	1	n/a	n/a	n/a	0.776	catch001.jpg
88.5	0.5	exp	498	11	n/a	1243.0	11.0	n/a	projector/projector_11s.jpg
93.0	0.5	exp	600	11	n/a	1542.0	11.0	n/a	starfish/starfish_11s.jpg
97.5	0.5	exp	32	11	n/a	67.0	11.0	n/a	bandage/bandage_11s.jpg
102.0	0.5	exp	92	11	n/a	216.0	11.0	n/a	bulldozer/bulldozer_11s.jpg
106.5	0.5	catch	721	98	n/a	n/a	n/a	0.641	catch098.jpg
111.0	0.5	exp	323	11	n/a	808.0	11.0	n/a	hourglass/hourglass_11s.jpg
115.5	0.5	exp	479	11	n/a	1204.0	11.0	n/a	plum/plum_11n.jpg
120.0	0.5	exp	639	11	n/a	1649.0	11.0	n/a	thermostat/thermostat_11s.jpg
124.5	0.5	exp	114	11	n/a	259.0	11.0	n/a	cane/cane_11s.jpg
129.0	0.5	test	440	13	72.0	1104.0	14.0	n/a	pan/pan_14s.jpg
133.5	0.5	test	66	13	15.0	151.0	13.0	n/a	boa/boa_13s.jpg
138.0	0.5	exp	237	11	n/a	570.0	11.0	n/a	face/face_11s.jpg
142.5	0.5	exp	260	11	n/a	636.0	11.0	n/a	forklift/forklift_11n.jpg
